"H1N1","temp","prec","humi","popd","gdpd","rdds","sensepop","urbanpop","medicost","Georegion"
0.59,4.668,396.605,-20.7811,25.55,0.0875,14.37,27.1993,44.47,86.1034,"W"
0.59,7.892,303.118,-28.441,446.65,1.6974,56.17,27.1993,44.47,86.1034,"W"
0.59,8.253,258.182,-23.5877,12.62,0.0301,9.2,27.1993,44.47,86.1034,"W"
0.59,8.865,213.249,-24.6479,2.42,0.0055,2.12,27.1993,44.47,86.1034,"W"
0.59,7.318,205.175,-33.1821,0.5,0.0014,0,27.1993,44.47,86.1034,"W"
0.79,0.014,458.811,-17.3961,0.49,0.0023,1.19,22.2821,58.71,95.1002,"W"
0.79,-0.648,543.63,-8.8611,1.25,0.0045,2.74,22.2821,58.71,95.1002,"W"
0.79,1.333,585.513,-5.5415,6.67,0.0251,2.97,22.2821,58.71,95.1002,"W"
0.79,4.645,572.737,-15.335,63.99,0.2658,18.55,22.2821,58.71,95.1002,"W"
0.48,5.162,540.766,-19.224,88.6,0.3614,21.68,21.4119,54.2,79.9357,"N"
0.04,4.624,550.999,-18.0621,97.05,0.3538,16.26,20.9219,57.4,60.1877,"N"
0.04,4.535,626.902,-13.3263,161.77,0.7329,18.64,20.9219,57.4,60.1877,"N"
0.04,3.906,730.209,-1.5011,742.32,2.7137,55.48,20.9219,57.4,60.1877,"N"
0.04,3.08,804.359,12.889,95.51,0.3716,15.04,20.9219,57.4,60.1877,"N"
0.04,2.416,777.951,3.569,73.11,0.1514,9.5,20.9219,57.4,60.1877,"N"
0.04,3.078,693.976,-2.0756,92.46,0.4386,17.09,20.9219,57.4,60.1877,"N"
0.59,7.906,360.861,-23.3765,75.05,0.3176,16.16,27.1993,44.47,86.1034,"W"
0.59,5.501,470.364,-20.6592,31.04,0.0942,9.4,27.1993,44.47,86.1034,"W"
0.59,1.168,538.239,-32.254,9,0.0298,4.99,27.1993,44.47,86.1034,"W"
0.59,7.759,286.03,-43.0577,70.95,0.2684,25.56,27.1993,44.47,86.1034,"W"
0.59,8.627,209.309,-42.7478,91.58,0.354,33.95,27.1993,44.47,86.1034,"W"
0.59,7.846,209.367,-41.2886,3.14,0.0037,0.99,27.1993,44.47,86.1034,"W"
0.59,7.018,213.234,-32.865,0.27,0.003,0.67,27.1993,44.47,86.1034,"W"
0.59,5.861,217.816,-34.1788,0.44,1e-04,1.57,27.1993,44.47,86.1034,"W"
0.79,-0.955,721.65,5.941,6.04,0.0138,4.11,22.2821,58.71,95.1002,"W"
0.79,3.185,704.494,-7.0841,21.11,0.0991,6.31,22.2821,58.71,95.1002,"W"
0.04,4.568,651.073,-15.6528,105.23,0.4225,14.89,20.9219,57.4,60.1877,"N"
0.04,4.105,633.07,-14.982,152.92,0.641,24.49,20.9219,57.4,60.1877,"N"
0.04,3.908,652.136,-12.4277,231.83,0.7335,18.28,20.9219,57.4,60.1877,"N"
0.04,3.312,700.843,-1.3348,251.53,0.8265,22.86,20.9219,57.4,60.1877,"N"
0.04,2.572,767.103,7.3047,75.47,0.2728,10.03,20.9219,57.4,60.1877,"N"
0.04,2.965,739.225,1.9563,68.11,0.2491,14.35,20.9219,57.4,60.1877,"N"
0.04,3.791,700.286,-3.8722,200.43,0.6664,18.83,20.9219,57.4,60.1877,"N"
0.04,4.356,731.151,-3.316,59.84,0.249,12.99,20.9219,57.4,60.1877,"N"
0.04,2.484,767.148,1.3221,34.16,0.1511,10.23,20.9219,57.4,60.1877,"N"
0.59,5.447,434.624,-31.9006,100.79,0.2848,16.22,27.1993,44.47,86.1034,"W"
0.59,7.987,348.743,-40.9986,35.3,0.1189,16.54,27.1993,44.47,86.1034,"W"
0.59,9.455,276.265,-45.3542,3.8,0.0093,2.2,27.1993,44.47,86.1034,"W"
0.59,9.574,233.909,-46.0544,46.34,0.151,16.58,27.1993,44.47,86.1034,"W"
0.59,9.046,155.67,-46.8554,8,0.0225,2.16,27.1993,44.47,86.1034,"W"
0.59,7.671,139.608,-45.6912,0,0,0.65,27.1993,44.47,86.1034,"W"
0.59,6.3,164.036,-43.9668,0.42,8e-04,0.21,27.1993,44.47,86.1034,"W"
0.59,5.58,183.954,-39.8232,1.87,0.004,3.15,27.1993,44.47,86.1034,"W"
0.59,2.08,274.681,-37.2305,6.98,0.0228,6.47,27.1993,44.47,86.1034,"W"
0.79,1.155,443.322,-28.8944,1.11,0.0085,1.72,22.2821,58.71,95.1002,"W"
0.79,0.195,509.692,-26.1662,2.81,0.0091,5.76,22.2821,58.71,95.1002,"W"
0.79,-1.611,641.019,-10.9254,0.98,0.0039,3.18,22.2821,58.71,95.1002,"W"
0.79,-1.844,763.057,1.847,2.73,0.0112,2.13,22.2821,58.71,95.1002,"W"
0.79,2.042,752.192,-3.8937,26.63,0.1193,7.75,22.2821,58.71,95.1002,"W"
0.04,3.963,686.246,-11.4125,160.72,0.6711,19.23,20.9219,57.4,60.1877,"N"
0.04,3.233,654.732,-7.5582,116.83,0.3333,16.87,20.9219,57.4,60.1877,"N"
0.04,2.491,688.332,-6.2775,144.87,0.5279,11.62,20.9219,57.4,60.1877,"N"
0.04,2.3,709.456,1.7693,172.49,0.5995,18.53,20.9219,57.4,60.1877,"N"
0.04,1.197,783.862,8.85,34.81,0.1427,5.2,20.9219,57.4,60.1877,"N"
0.04,2.788,741.34,1.8164,148.76,0.521,14.52,20.9219,57.4,60.1877,"N"
0.04,4.058,730.013,-0.387,150.78,0.4879,15.35,20.9219,57.4,60.1877,"N"
0.04,4.306,741.888,-4.0882,47.45,0.1759,9.75,20.9219,57.4,60.1877,"N"
0.04,2.609,765.792,2.3005,26.29,0.0679,12.49,20.9219,57.4,60.1877,"N"
0.59,1.412,546.888,-34.2172,8.11,0.0334,4.57,27.1993,44.47,86.1034,"W"
0.59,4.265,447.624,-34.8537,6.28,0.0242,3.64,27.1993,44.47,86.1034,"W"
0.59,6.286,345.626,-35.6023,7.88,0.0255,6.41,27.1993,44.47,86.1034,"W"
0.59,7.672,214.12,-42.6148,3.81,0.0113,4.07,27.1993,44.47,86.1034,"W"
0.59,6.295,180.511,-43.5453,3.81,0.0138,3.85,27.1993,44.47,86.1034,"W"
0.59,6.437,149.167,-45.2517,11,0.0348,8.08,27.1993,44.47,86.1034,"W"
0.59,4.647,228.948,-40.9176,4.38,0.0185,4.26,27.1993,44.47,86.1034,"W"
0.59,-1.905,439.504,-38.6683,3.87,0.0117,1.5,27.1993,44.47,86.1034,"W"
0.79,-0.483,470.393,-27.1084,6.03,0.0398,2.17,22.2821,58.71,95.1002,"W"
0.79,-0.136,494.574,-23.2739,9.7,0.0335,4.37,22.2821,58.71,95.1002,"W"
0.79,-1.292,615.097,-16.6229,44.45,0.1864,8.77,22.2821,58.71,95.1002,"W"
0.79,-2.124,741.379,-4.9737,21.01,0.1056,2.69,22.2821,58.71,95.1002,"W"
0.79,0.258,753.331,1.8327,5.25,0.0129,2.19,22.2821,58.71,95.1002,"W"
0.79,2.29,694.524,-2.0886,36,0.1243,9.23,22.2821,58.71,95.1002,"W"
0.04,1.652,676.081,-2.3235,98.04,0.3681,14.45,20.9219,57.4,60.1877,"N"
0.04,1.156,706.179,-2.2785,112.94,0.3752,15.4,20.9219,57.4,60.1877,"N"
0.04,0.874,743.544,4.2622,11.76,0.0214,1.76,20.9219,57.4,60.1877,"N"
0.04,0.828,781.719,17.145,40.1,0.152,5.92,20.9219,57.4,60.1877,"N"
0.04,1.833,757.016,12.2425,74.86,0.2835,5.75,20.9219,57.4,60.1877,"N"
0.04,3.482,684.258,5.0865,47.47,0.1712,14.1,20.9219,57.4,60.1877,"N"
0.04,2.593,715.736,4.2422,61.28,0.2049,12.38,20.9219,57.4,60.1877,"N"
0.04,1.069,773.425,5.0919,20.72,0.0682,8.67,20.9219,57.4,60.1877,"N"
0.59,6.341,394.849,-28.7673,35.14,0.1256,17.83,27.1993,44.47,86.1034,"W"
0.59,4.486,303.477,-39.7084,7.41,0.0217,4.34,27.1993,44.47,86.1034,"W"
0.59,5.517,240.634,-43.7497,13.76,0.0433,9.02,27.1993,44.47,86.1034,"W"
0.59,0.857,421.034,-40.5785,12.87,0.0398,3.23,27.1993,44.47,86.1034,"W"
0.79,-1.668,620.402,-12.9739,5.4,0.0234,2.96,22.2821,58.71,95.1002,"W"
0.79,-3.174,762.145,-3.0464,7.96,0.0248,2.18,22.2821,58.71,95.1002,"W"
0.79,-1.589,775.915,4.7723,2.33,0,0.71,22.2821,58.71,95.1002,"W"
0.79,0.585,723.106,3.9663,10.1,0.0512,4.26,22.2821,58.71,95.1002,"W"
0.79,0.696,713.556,-1.7593,48.32,0.1794,6.25,22.2821,58.71,95.1002,"W"
0.04,0.614,719.994,2.8535,15.4,0.0633,4.07,20.9219,57.4,60.1877,"N"
0.04,-0.082,698.155,5.3531,10.62,0.016,1.55,20.9219,57.4,60.1877,"N"
0.04,-1.603,697.046,12.3041,12.53,0.0368,2.41,20.9219,57.4,60.1877,"N"
0.04,0.037,718.716,13.739,8.28,0.05,5.29,20.9219,57.4,60.1877,"N"
0.04,-0.479,807.558,4.3118,14.52,0.0593,8.3,20.9219,57.4,60.1877,"N"
0.59,7.009,272.037,-39.5184,12.28,0.0345,10.45,27.1993,44.47,86.1034,"W"
0.59,2.075,454.561,-41.0434,4.63,0.0181,4.87,27.1993,44.47,86.1034,"W"
0.79,-2.328,641.241,-5.6221,3.44,0.0045,3.06,22.2821,58.71,95.1002,"W"
0.79,-3.817,771.725,4.4558,8.85,0.0403,3.23,22.2821,58.71,95.1002,"W"
0.79,-2.543,803.965,7.4661,4.1,0.0191,2.95,22.2821,58.71,95.1002,"W"
0.79,-0.393,768.27,7.3335,20.17,0.0907,4.48,22.2821,58.71,95.1002,"W"
0.04,-0.052,744.494,3.3486,6.61,0.0194,2.14,20.9219,57.4,60.1877,"N"
0.04,-0.534,717.738,2.7789,20.74,0.1579,6.7,20.9219,57.4,60.1877,"N"
0.79,-3.531,645.138,0.5822,1.78,0.0139,3.8,22.2821,58.71,95.1002,"W"
0.79,-4.491,742.364,4.836,3.52,0.011,1.78,22.2821,58.71,95.1002,"W"
0.04,-3.859,816.029,8.3165,2.27,0.0019,0.17,20.9219,57.4,60.1877,"N"
0.79,-1.744,791.483,9.1987,6.72,0.019,1.72,22.2821,58.71,95.1002,"W"
0.79,-1.043,720.883,4.0826,1.53,0.0015,0.97,22.2821,58.71,95.1002,"W"
0.04,-1.424,688.293,0.8042,2.67,0.0149,3.52,20.9219,57.4,60.1877,"N"
0.04,-5.035,663.926,4.0089,1.55,0.0033,0.86,20.9219,57.4,60.1877,"N"
0.04,-4.096,729.103,6.5105,6.16,0.0274,0.03,20.9219,57.4,60.1877,"N"
0.04,-2.788,697.17,7.312,8.18,0.0305,2.19,20.9219,57.4,60.1877,"N"
0.04,-1.751,603.699,2.3688,6.03,0.0159,2.51,20.9219,57.4,60.1877,"N"
0.04,-5.17,572.93,0.4524,6.53,0.027,3.34,20.9219,57.4,60.1877,"N"
0.04,-2.711,580.445,2.6397,2.23,0.0075,4.48,20.9219,57.4,60.1877,"N"
0.04,-2.387,562.742,4.886,2.43,0.0018,3.75,20.9219,57.4,60.1877,"N"
